quote_id,healthcare_index,sent_mean,healthcare_index_mean
17150,60.8,0.005872,60.8
17151,66.0842105263158,0.240416,66.0842105263158
17152,77.2,0.049439,77.2
17153,79.7,0.106269,79.7
17154,60.8,0.005872,60.8
17155,48.45,0.038279,48.45
17156,83,-0.042243,83
17157,65.0763157894737,0.01022,65.0763157894737
17158,68.6,0.113228,68.6
17159,60.8,0.005872,60.8
17160,73.1,0.026101,73.1
17161,"65.0763157894737, 66.53",0.182942,65.80315789473684
17162,60.8,0.005872,60.8
17163,60.8,0.005872,60.8
17164,63.8,0.08694,63.8
17165,"71.9, 65.4",0.114351,68.65
17166,68.6,0.113228,68.6
17167,73.1,0.026101,73.1
17168,60.8,0.005872,60.8
17169,65.0763157894737,0.01022,65.0763157894737
17170,61.4,0.11136,61.4
17171,73.1,0.026101,73.1
17172,"77.8, 71.7",0.088671,74.75
17173,68,0.288284,68
17174,60.8,0.005872,60.8
17175,60.8,0.005872,60.8
17176,68,0.288284,68
17177,63.55,0.195991,63.55
17178,66.0842105263158,0.240416,66.0842105263158
17179,73.2,0.20085,73.2
17180,60.8,0.005872,60.8
17181,68.6,0.113228,68.6
17182,"68.6, 88.19",0.0657082474226804,78.395
17183,"65.0763157894737, 77.2",0.098064,71.13815789473685
17184,60.8,0.005872,60.8
17185,77.2,0.049439,77.2
17186,51.3,0.08469,51.3
17187,79.7,0.106269,79.7
17188,66.0842105263158,0.240416,66.0842105263158
17189,"77.2, 79.7",0.148328,78.45
17190,"69.1, 79.7",0.282389,74.4
17191,77.2,0.049439,77.2
17192,61.4,0.11136,61.4
17193,77.2,0.049439,77.2
17194,60.8,0.005872,60.8
17195,65.0763157894737,0.01022,65.0763157894737
17196,79.7,0.106269,79.7
17197,"51.56, 61.4",0.05242,56.480000000000004
17198,"79.7, 66.53",0.05443,73.11500000000001
17199,"78.5, 73.2, 72.5, 72",0.0481777777777778,74.05
17200,"65.4, 71",0.242577,68.2
17201,68.3,-0.108925,68.3
17202,73.1,0.026101,73.1
17203,63.3,0.140455,63.3
17204,73.1,0.026101,73.1
17205,68,0.288284,68
17206,79.7,0.106269,79.7
17207,73.1,0.026101,73.1
17208,65.0763157894737,0.01022,65.0763157894737
17209,73.2,0.20085,73.2
17210,65.0763157894737,0.01022,65.0763157894737
17211,73.1,0.026101,73.1
17212,69.1,0.009625,69.1
17213,56.25,0.104983,56.25
17214,66.0842105263158,0.240416,66.0842105263158
17215,68.3,-0.108925,68.3
17216,"77.2, 60.8, 71.9, 86.4, 61.4",0.244470512820513,71.54
17217,79.7,0.106269,79.7
17218,65.0763157894737,0.01022,65.0763157894737
17219,"46.5, 77.7, 70.4",0.205385135135135,64.86666666666667
17220,73.2,0.20085,73.2
17221,73.1,0.026101,73.1
17222,"51.3, 73.2",0.22465,62.25
17223,60.8,0.005872,60.8
17224,67.1,-0.043252,67.1
17225,68,0.288284,68
17226,79.7,0.106269,79.7
17227,70.2,0.148847,70.2
17228,67.1,-0.043252,67.1
17229,"72, 71.7",0.117542,71.85
17230,"73.1, 79.7",0.138889,76.4
17231,79.7,0.106269,79.7
17232,77.2,0.049439,77.2
17233,68.3,-0.108925,68.3
17234,65.4,0.023996,65.4
17235,73.1,0.026101,73.1
17236,72.4,0.120209,72.4
17237,"73.2, 72, 71.7, 65.3, 67.7, 68",0.0987265625,69.65
17238,67.1,-0.043252,67.1
17239,60.8,0.005872,60.8
17240,"77.2, 63.8",0.137102,70.5
17241,73.1,0.026101,73.1
17242,86.4,0.015649,86.4
17243,60.8,0.005872,60.8
17244,"69.1, 72.4, 68",0.005944,69.83333333333333
17245,79.7,0.106269,79.7
17246,60.8,0.005872,60.8
17247,77.2,0.049439,77.2
17248,71,0.072533,71
17249,73.1,0.026101,73.1
17250,"69.1, 68",0.024029,68.55
17251,68.3,-0.108925,68.3
17252,67.1,-0.043252,67.1
17253,60.8,0.005872,60.8
17254,79.7,0.106269,79.7
17255,69.1,0.009625,69.1
17256,79.7,0.106269,79.7
17257,"65.0763157894737, 69.1, 68.2, 77.2",0.135312068965517,69.89407894736843
17258,65.0763157894737,0.01022,65.0763157894737
17259,79.7,0.106269,79.7
17260,77.2,0.049439,77.2
17261,73.1,0.026101,73.1
17262,61.11,0.076059,61.11
17263,68.6,0.113228,68.6
17264,77.2,0.049439,77.2
17265,65.3,0.055561,65.3
17266,"73.1, 64.12",0.279906,68.61
17267,61.4,0.11136,61.4
17268,60.8,0.005872,60.8
17269,68.6,0.113228,68.6
17270,79.7,0.106269,79.7
17271,79.7,0.106269,79.7
17272,60.8,0.005872,60.8
17273,"79.7, 70.4, 65.0763157894737, 73.2",0.237183333333333,72.09407894736843
17274,65.4,0.023996,65.4
17275,"77.8, 72",0.1013,74.9
17276,68,0.288284,68
17277,79.7,0.106269,79.7
17278,65.3,0.055561,65.3
17279,"68, 39.52",0.00366599999999999,53.760000000000005
17280,66.0842105263158,0.240416,66.0842105263158
17281,73.1,0.026101,73.1
17282,68,0.288284,68
17283,73.1,0.035542,73.1
17284,68,0.288284,68
17285,73.1,0.026101,73.1
17286,60.8,0.005872,60.8
17287,"73.2, 77.8",0.10824,75.5
17288,73.2,0.20085,73.2
17289,68.6,0.113228,68.6
17290,72,-0.032063,72
17291,65.4,0.023996,65.4
17292,48.45,0.038279,48.45
17293,68.6,0.113228,68.6
17294,77.2,0.049439,77.2
17295,"61.11, 40.51",0.0994430379746835,50.81
17296,64.0191489361702,0.080324,64.0191489361702
17297,"60.8, 70.2, 71.9",0.338089,67.63333333333334
17298,73.1,0.026101,73.1
17299,"73.2, 72, 54, 79.3, 77.2",0.0971849315068493,71.14
17300,65.0763157894737,0.01022,65.0763157894737
17301,64.12,0.197647,64.12
17302,77.2,0.049439,77.2
17303,"77.7, 46.5",0.151514,62.1
17304,65.3,0.055561,65.3
17305,60.8,0.005872,60.8
17306,"72, 75.6",0.058725,73.8
17307,73.1,0.026101,73.1
17308,73.1,0.026101,73.1
17309,73.1,0.035542,73.1
17310,55.56,0.193682,55.56
17311,60.8,0.005872,60.8
17312,60.8,0.005872,60.8
17313,"61.4, 51.56",-0.042744,56.480000000000004
17314,"77.8, 72, 79.3, 73.2",0.0116012987012987,75.575
17315,73.2,0.20085,73.2
17316,65.3,0.055561,65.3
17317,"77.8, 73.2",0.123612,75.5
17318,72,-0.032063,72
17319,77.2,0.049439,77.2
17320,73.1,0.026101,73.1
17321,61.4,0.11136,61.4
17322,73.1,0.026101,73.1
17323,"72.4, 68",0.015493,70.2
17324,77.7,0.158627,77.7
17325,"71.9, 63.8",0.370768,67.85
17326,"70.4, 65.3, 51.9",0.136045833333333,62.53333333333333
17327,67.1,-0.043252,67.1
17328,"79.7, 83",0.21883,81.35
17329,60.8,0.005872,60.8
17330,61.11,0.076059,61.11
17331,77.7,0.158627,77.7
17332,68,0.288284,68
17333,77.2,0.049439,77.2
17334,79.7,0.106269,79.7
17335,73.1,0.026101,73.1
17336,66.0842105263158,0.240416,66.0842105263158
17337,67.1,-0.043252,67.1
17338,"77.8, 65.3",-0.066649,71.55
17339,79.7,0.106269,79.7
17340,60.8,0.005872,60.8
17341,71.9,0.094695,71.9
17342,"72, 73.2, 57.6, 79.3",0.0811066666666667,70.525
17343,79.7,0.106269,79.7
17344,"73.2, 77.7, 65.3",0.248107,72.06666666666666
17345,73.1,0.026101,73.1
17346,64.12,0.197647,64.12
17347,60.8,0.005872,60.8
17348,65.0763157894737,0.01022,65.0763157894737
17349,73.1,0.026101,73.1
17350,68.6,0.113228,68.6
17351,"40.51, 61.11",0.0897323943661972,50.81
17352,55.56,0.193682,55.56
17353,65.0763157894737,0.01022,65.0763157894737
17354,77.2,0.049439,77.2
17355,"69.1, 79.3, 72, 77.2, 54, 75.6",0.15570701754386,71.2
17356,"65.3, 77.8, 71.7",0.159503,71.6
17357,60.8,0.005872,60.8
17358,60.8,0.005872,60.8
17359,71,0.072533,71
17360,79.7,0.106269,79.7
17361,73.2,0.20085,73.2
17362,68,0.288284,68
17363,68,0.288284,68
17364,73.1,0.026101,73.1
17365,60.8,0.005872,60.8
17366,60.8,0.005872,60.8
17367,"72.4, 68",0.015493,70.2
17368,"47.5, 70.4, 71",0.10493717948718,62.96666666666667
17369,67.1,-0.043252,67.1
17370,73.1,0.035542,73.1
17371,77.2,0.049439,77.2
17372,73.1,0.026101,73.1
17373,"79.3, 72, 75.6, 77.2, 58.5, 54, 65.3",0.0691935064935065,68.84285714285714
17374,73.1,0.026101,73.1
17375,"24.77, 65.4",-0.095403,45.085
17376,60.8,0.005872,60.8
17377,73.1,0.026101,73.1
17378,"77.2, 70.2",0.189454,73.7
17379,68.3,-0.108925,68.3
17380,61.11,0.076059,61.11
17381,65.0763157894737,0.01022,65.0763157894737
17382,79.7,0.106269,79.7
17383,51.87,-0.260295,51.87
17384,"60.8, 61.4",0.315296,61.099999999999994
17385,73.2,0.20085,73.2
17386,68,0.288284,68
17387,61.11,0.076059,61.11
17388,48.45,0.038279,48.45
17389,68.05,0.122124,68.05
17390,70.2,0.148847,70.2
17391,73.1,0.026101,73.1
17392,68,0.288284,68
17393,73.1,0.026101,73.1
17394,"57.6, 65.3, 77.8",0.04683,66.9
17395,77.8,-0.204998,77.8
17396,"79.3, 73.2",0.286084,76.25
17397,79.7,0.106269,79.7
17398,71.9,0.094695,71.9
17399,77.2,0.049439,77.2
17400,60.8,0.005872,60.8
17401,69.1,0.009625,69.1
17402,77.2,0.049439,77.2
17403,66.53,-0.12034347826087,66.53
17404,"77.8, 71.7, 65.3, 65, 57.6",0.0860538461538461,67.48
17405,68,0.288284,68
17406,79.7,0.106269,79.7
17407,68.3,-0.108925,68.3
17408,61.4,0.11136,61.4
17409,73.1,0.026101,73.1
17410,"77.2, 73.1",-0.138617,75.15
17411,73.1,0.026101,73.1
17412,64.12,0.197647,64.12
17413,"65.0763157894737, 71.9",0.213616,68.48815789473684
17414,71.7,0.050253,71.7
17415,65.0763157894737,0.01022,65.0763157894737
17416,60.8,0.005872,60.8
17417,68,0.288284,68
17418,79.7,0.106269,79.7
17419,73.1,0.026101,73.1
17420,68.6,0.113228,68.6
17421,67.1,-0.043252,67.1
17422,79.7,0.106269,79.7
17423,60.8,0.005872,60.8
17424,61.4,0.11136,61.4
17425,73.1,0.026101,73.1
17426,68.6,0.113228,68.6
17427,68.6,0.113228,68.6
17428,60.8,0.005872,60.8
17429,"72.4, 68",0.015493,70.2
17430,"79.7, 68.3, 83",0.120682,77
17431,23.86,0.233491,23.86
17432,63.8,0.08694,63.8
17433,77.2,0.049439,77.2
17434,79.7,0.106269,79.7
17435,69.1,0.009625,69.1
17436,"71.9, 65.4",0.114351,68.65
17437,67.1,-0.043252,67.1
17438,64.12,0.197647,64.12
17439,67.1,-0.043252,67.1
17440,60.8,0.005872,60.8
17441,71.9,0.094695,71.9
17442,61.4,0.11136,61.4
17443,73.1,0.026101,73.1
17444,"76, 68.3, 78.5",0.12098,74.26666666666667
17445,77.2,0.049439,77.2
17446,61.4,0.11136,61.4
17447,73.2,0.20085,73.2
17448,57.7,-0.150721,57.7
17449,65.0763157894737,0.01022,65.0763157894737
17450,68,0.288284,68
17451,60.8,0.005872,60.8
17452,60.8,0.005872,60.8
17453,"66.53, 68.3",0.073759,67.41499999999999
17454,60.8,0.005872,60.8
17455,79.7,0.106269,79.7
17456,73.1,0.026101,73.1
17457,40.51,0.211499,40.51
17458,"65.4, 61.4",0.204768,63.400000000000006
17459,60.8,0.005872,60.8
17460,"86.4, 68.3, 77.2, 51.56, 61.4, 70.2, 71.9, 66.53, 79.7",0.160127272727273,70.35444444444445
17461,48.45,0.038279,48.45
17462,"73.1, 63.3",0.096264,68.19999999999999
17463,65.3,0.055561,65.3
17464,73.1,0.026101,73.1
17465,65.0763157894737,0.01022,65.0763157894737
17466,"66.0842105263158, 77.2",0.189567,71.6421052631579
17467,65.3,0.055561,65.3
17468,"65.0763157894737, 72",0.026804,68.53815789473686
17469,73.1,0.026101,73.1
17470,71.9,0.094695,71.9
17471,63.8,0.08694,63.8
17472,73.1,0.026101,73.1
17473,"65, 66.3, 58, 55.6, 48.5, 55.4, 49",0.146011842105263,56.82857142857143
17474,"79.7, 61.4, 71.9",0.227876923076923,71
17475,77.2,0.049439,77.2
17476,57.6,0.04147,57.6
17477,60.8,0.005872,60.8
17478,"65.3, 72.5",0.107132,68.9
17479,"73.2, 68.3",0.22382,70.75
17480,68,0.288284,68
17481,"79.7, 83",0.21883,81.35
17482,73.1,0.026101,73.1
17483,60.8,0.005872,60.8
17484,73.1,0.026101,73.1
17485,"61.11, 40.51",0.0994430379746835,50.81
17486,77.2,0.049439,77.2
17487,"83, 77.2",0.109047,80.1
17488,"49, 48.5, 57.6, 71.1",-0.0180693548387097,56.55
17489,48.45,0.038279,48.45
17490,71.1,0.160342,71.1
17491,66.0842105263158,0.240416,66.0842105263158
17492,60.8,0.005872,60.8
17493,60.8,0.005872,60.8
17494,60.8,0.005872,60.8
17495,65.0763157894737,0.01022,65.0763157894737
17496,79.7,0.106269,79.7
17497,60.8,0.005872,60.8
17498,69.1,0.009625,69.1
17499,"57.6, 71.9",0.278445,64.75
17500,"69.1, 68",0.024029,68.55
17501,"61.4, 70.2",0.222758,65.8
17502,77.8,-0.204998,77.8
17503,"77.2, 70.2",0.189454,73.7
17504,"67.3, 56.3, 68.4",-0.0175054054054054,64
17505,71,0.072533,71
17506,79.7,0.106269,79.7
17507,63.8,0.08694,63.8
17508,60.8,0.005872,60.8
17509,"62.8125, 68",-0.08385,65.40625
17510,"77.7, 77.8, 65.3, 65, 57.6, 72, 73.2",0.136665753424658,69.8
17511,61.4,0.11136,61.4
17512,69.1,0.009625,69.1
17513,79.7,0.106269,79.7
17514,60.8,0.005872,60.8
17515,60.8,0.005872,60.8
17516,60.8,0.005872,60.8
17517,77.8,-0.204998,77.8
17518,60.8,0.005872,60.8
17519,"71.7, 77.8, 73.2, 51.3",0.0679435897435897,68.5
17520,70.2,0.148847,70.2
17521,"71.9, 70.4",0.202194897959184,71.15
17522,66.53,-0.12034347826087,66.53
17523,79.7,0.106269,79.7
17524,61.4,0.11136,61.4
17525,68.6,0.113228,68.6
17526,77.7,0.158627,77.7
17527,64.12,0.197647,64.12
17528,68,0.288284,68
17529,"79.7, 83",0.21883,81.35
17530,79.7,0.106269,79.7
17531,"66.0842105263158, 60.8",0.117479,63.4421052631579
17532,86.4,0.015649,86.4
17533,48.45,0.038279,48.45
17534,68.6,0.113228,68.6
17535,79.7,0.106269,79.7
17536,77.2,0.049439,77.2
17537,63.8,0.08694,63.8
17538,77.2,0.049439,77.2
17539,73.1,0.026101,73.1
17540,73.2,0.20085,73.2
17541,65.4,0.023996,65.4
17542,71,0.072533,71
17543,68,0.288284,68
17544,79.7,0.106269,79.7
17545,68.6,0.113228,68.6
17546,73.2,0.20085,73.2
17547,"71.7, 73.2, 78.5",0.208493333333333,74.46666666666667
17548,66.0842105263158,0.240416,66.0842105263158
17549,"65.0763157894737, 66.0842105263158",0.123783,65.58026315789475
17550,"65, 57.6, 51.9",0.154058571428571,58.166666666666664
17551,67.1,-0.043252,67.1
17552,69.1,0.009625,69.1
17553,77.7,0.158627,77.7
17554,48.45,0.038279,48.45
17555,65.0763157894737,0.01022,65.0763157894737
17556,73.1,0.026101,73.1
17557,61.4,0.11136,61.4
17558,"69.1, 68",0.024029,68.55
17559,"72.84, 68.6, 68, 88.19",-0.0496866666666667,74.4075
17560,73.1,0.026101,73.1
17561,77.2,0.049439,77.2
17562,68,0.288284,68
17563,61.4,0.11136,61.4
17564,73.1,0.026101,73.1
17565,79.7,0.106269,79.7
17566,65.0763157894737,0.01022,65.0763157894737
17567,"51.3, 75.6",0.0723671052631579,63.449999999999996
17568,60.8,0.005872,60.8
17569,77.2,0.049439,77.2
17570,68.6,0.113228,68.6
17571,68,0.288284,68
17572,73.1,0.026101,73.1
17573,"79.7, 71.9",0.172844,75.80000000000001
17574,68.6,0.113228,68.6
17575,63.8,0.08694,63.8
17576,71.1,0.160342,71.1
17577,68.6,0.113228,68.6
17578,"73.2, 65, 77.8, 57.6, 79.3, 77.7",0.157138,71.76666666666667
17579,71.1,0.160342,71.1
17580,71.9,0.094695,71.9
17581,"77.8, 72, 79.3, 71.7",0.12356,75.2
17582,"73.1, 79.7, 83, 61.4, 66.53, 60.8",0.22546625,70.755
17583,61.4,0.11136,61.4
17584,77.8,-0.204998,77.8
17585,73.1,0.026101,73.1
17586,65.0763157894737,0.01022,65.0763157894737
17587,68,0.288284,68
17588,"60.8, 61.4",0.315296,61.099999999999994
17589,48.45,0.038279,48.45
17590,77.7,0.158627,77.7
17591,70.2,0.148847,70.2
17592,79.7,0.106269,79.7
17593,73.1,0.026101,73.1
17594,"66.53, 79.7",0.035969,73.11500000000001
17595,79.7,0.106269,79.7
17596,66.0842105263158,0.240416,66.0842105263158
17597,70.4,0.478005,70.4
17598,73.1,0.026101,73.1
17599,"67.1, 79.7",-0.020754,73.4
17600,60.8,0.005872,60.8
17601,68.3,-0.108925,68.3
17602,79.7,0.106269,79.7
17603,"61.12, 45.27, 61.5, 63.8",0.112007692307692,57.9225
17604,60.8,0.005872,60.8
17605,77.2,0.049439,77.2
17606,79.7,0.106269,79.7
17607,60.8,0.005872,60.8
17608,"68.1, 50",-0.0213272727272727,59.05
17609,68,0.288284,68
17610,"73.1, 61.11",0.078099,67.10499999999999
17611,"65.4, 66.53, 71.9",-0.024865,67.94333333333334
17612,69.1,0.009625,69.1
17613,79.7,0.106269,79.7
17614,60.8,0.005872,60.8
17615,60.8,0.005872,60.8
17616,79.7,0.106269,79.7
17617,71.9,0.094695,71.9
17618,73.1,0.026101,73.1
17619,65.0763157894737,0.01022,65.0763157894737
17620,73.1,0.026101,73.1
17621,61.4,0.11136,61.4
17622,77.8,-0.204998,77.8
17623,61.4,0.11136,61.4
17624,60.8,0.005872,60.8
17625,79.7,0.106269,79.7
17626,66.0842105263158,0.240416,66.0842105263158
17627,68.1,-0.024569,68.1
17628,"79.7, 83",0.21883,81.35
17629,72,-0.032063,72
17630,73.1,0.026101,73.1
17631,77.2,0.049439,77.2
17632,51.56,-0.306933,51.56
17633,60.8,0.005872,60.8
17634,60.8,0.005872,60.8
17635,"59, 63.3, 68",0.057076,63.43333333333333
17636,63.8,0.08694,63.8
17637,68,0.288284,68
17638,68.6,0.113228,68.6
17639,"77.2, 71.7",0.284455,74.45
17640,61.4,0.11136,61.4
17641,68,0.288284,68
17642,79.7,0.106269,79.7
17643,83,-0.042243,83
17644,79.7,0.106269,79.7
17645,"79.7, 68.3",0.027989,74
17646,"79.7, 77.2, 68.6, 60.8",0.254121518987342,71.575
17647,"70.4, 65.4",0.300424,67.9
17648,"68, 73.2, 77.8",0.00199599999999999,73
17649,"70.2, 65.4",0.166639,67.80000000000001
17650,57.6,0.04147,57.6
17651,73.1,0.026101,73.1
17652,60.8,0.005872,60.8
17653,"67.1, 79.7, 86.4",-0.0217947916666667,77.73333333333333
17654,73.1,0.035542,73.1
17655,"77.5, 76, 72",0.0950216666666667,75.16666666666667
17656,79.7,0.106269,79.7
17657,"68, 73.2, 77.8, 72, 71.7, 79.3",0.111078571428571,73.66666666666667
17658,77.2,0.049439,77.2
17659,73.2,0.20085,73.2
17660,68.3,-0.108925,68.3
17661,48.45,0.038279,48.45
17662,73.1,0.026101,73.1
17663,77.7,0.158627,77.7
17664,48.45,0.038279,48.45
17665,67.1,-0.043252,67.1
17666,68.05,0.122124,68.05
17667,"77.2, 51.56, 61.4, 71.9",0.2481296875,65.515
17668,79.7,0.106269,79.7
17669,"71.9, 66.53",-0.017045,69.215
17670,77.2,0.049439,77.2
17671,"73.2, 77.7, 65.3",0.248107,72.06666666666666
17672,40.51,0.211499,40.51
17673,60.8,0.005872,60.8
17674,79.7,0.106269,79.7
17675,67.1,-0.043252,67.1
17676,77.2,0.049439,77.2
17677,83,-0.042243,83
17678,73.1,0.035542,73.1
17679,65.0763157894737,0.01022,65.0763157894737
17680,"68.2, 72.4",0.084442,70.30000000000001
17681,68.3,-0.108925,68.3
17682,73.2,0.20085,73.2
17683,60.8,0.005872,60.8
17684,69.1,0.009625,69.1
17685,63.8,0.08694,63.8
17686,"65.3, 79.3",0.097941,72.3
17687,"40.51, 61.11",0.0897323943661972,50.81
17688,60.8,0.005872,60.8
17689,60.8,0.005872,60.8
17690,60.8,0.005872,60.8
17691,"77.2, 61.4, 51.56",-0.034793,63.38666666666667
17692,67.1,-0.043252,67.1
17693,65.4,0.023996,65.4
17694,79.7,0.106269,79.7
17695,60.8,0.005872,60.8
17696,68.6,0.113228,68.6
17697,"61.11, 40.51",0.0994430379746835,50.81
17698,65.4,0.023996,65.4
17699,79.7,0.106269,79.7
17700,60.8,0.005872,60.8
17701,79.7,0.106269,79.7
17702,77.8,-0.204998,77.8
17703,23.86,0.233491,23.86
17704,"65.0763157894737, 71.7",0.108747,68.38815789473685
17705,67.1,-0.043252,67.1
17706,"73.1, 68.6",0.068949,70.85
17707,"68.3, 83, 66.53",0.216183,72.61
17708,"72, 77.2, 58.5, 79.3, 73.2, 71.9",0.190466233766234,72.01666666666667
17709,"70.2, 71.9, 61.4",0.244337,67.83333333333334
17710,"65.0763157894737, 66.0842105263158",0.123783,65.58026315789475
17711,63.8,0.08694,63.8
17712,77.2,0.049439,77.2
17713,"77.7, 72.5",-0.038473,75.1
17714,77.2,0.049439,77.2
17715,68,0.288284,68
17716,60.8,0.005872,60.8
17717,"79.7, 83",0.21883,81.35
17718,23.86,0.233491,23.86
17719,71.9,0.094695,71.9
17720,"79.7, 69.1, 68",0.138684,72.26666666666667
17721,"77.2, 79.7",0.148328,78.45
17722,"65.0763157894737, 77.8, 67.7, 72, 73.2",0.0257025974025974,71.15526315789474
17723,79.7,0.106269,79.7
17724,48.45,0.038279,48.45
17725,"60.8, 79.7, 77.2",0.369587,72.56666666666666
17726,77.2,0.049439,77.2
17727,60.8,0.005872,60.8
17728,"71.9, 61.4, 77.2, 70.2, 66.53",0.312045,69.446
17729,"71.9, 79.7",0.166474,75.80000000000001
17730,"64.12, 61.11, 40.51",-0.0250168831168831,55.24666666666667
17731,73.2,0.20085,73.2
17732,68.6,0.113228,68.6
17733,61.4,0.11136,61.4
17734,65.0763157894737,0.01022,65.0763157894737
17735,73.1,0.035542,73.1
17736,60.8,0.005872,60.8
17737,65.4,0.023996,65.4
17738,68.3,-0.108925,68.3
17739,73.1,0.026101,73.1
17740,57.6,0.04147,57.6
17741,72,-0.032063,72
17742,61.4,0.11136,61.4
17743,"65.4, 57.2",-0.049731,61.300000000000004
17744,48.45,0.038279,48.45
17745,"61.4, 77.2, 71.9",0.234523,70.16666666666667
17746,73.1,0.026101,73.1
17747,68,0.288284,68
17748,68,0.288284,68
17749,"77.8, 73.2",0.123612,75.5
17750,48.45,0.038279,48.45
17751,"79.3, 51.3, 77.2, 77.8, 75.6, 71.7",0.209719047619048,72.15
17752,68.6,0.113228,68.6
17753,73.2,0.20085,73.2
17754,79.7,0.106269,79.7
17755,"77.2, 77.8, 73.2, 71.9",0.267809210526316,75.025
17756,68,0.288284,68
17757,"86.4, 73.2",0.0777575,79.80000000000001
17758,48.45,0.038279,48.45
17759,68.6,0.113228,68.6
17760,77.7,0.158627,77.7
17761,61.4,0.11136,61.4
17762,68.05,0.122124,68.05
17763,68,0.288284,68
17764,68.05,0.122124,68.05
17765,73.2,0.20085,73.2
17766,73.1,0.026101,73.1
17767,65.4,0.023996,65.4
17768,"60.8, 68, 56.8",0.0578877192982456,61.86666666666667
17769,66.0842105263158,0.240416,66.0842105263158
17770,"68.6, 65.16, 72.5, 57.48, 60.1",0.250165,64.768
17771,60.8,0.005872,60.8
17772,79.7,0.106269,79.7
17773,73.1,0.026101,73.1
17774,"79.7, 71.9",0.172844,75.80000000000001
17775,73.1,0.026101,73.1
17776,68.6,0.113228,68.6
17777,83,-0.042243,83
17778,79.7,0.106269,79.7
17779,61.5,-0.043051,61.5
17780,60.8,0.005872,60.8
17781,68.6,0.113228,68.6
17782,63.3,0.140455,63.3
17783,73.1,0.026101,73.1
17784,73.1,0.026101,73.1
17785,73.1,0.026101,73.1
17786,77.2,0.049439,77.2
17787,60.8,0.005872,60.8
17788,68.6,0.113228,68.6
17789,77.2,0.049439,77.2
17790,69.1,0.009625,69.1
17791,61.4,0.11136,61.4
17792,65.0763157894737,0.01022,65.0763157894737
17793,68,0.288284,68
17794,65.0763157894737,0.01022,65.0763157894737
17795,68.6,0.113228,68.6
17796,77.2,0.049439,77.2
17797,73.1,0.026101,73.1
17798,"40.51, 73.1",0.205963,56.80499999999999
17799,"77.2, 51.56",-0.153448,64.38
17800,77.8,-0.204998,77.8
17801,73.2,0.20085,73.2
17802,67.1,-0.043252,67.1
17803,79.7,0.106269,79.7
17804,65.0763157894737,0.01022,65.0763157894737
17805,"73.2, 65.3, 77.7, 77.8, 57.6, 65",0.079804,69.43333333333334
17806,68.3,-0.108925,68.3
17807,68.05,0.122124,68.05
17808,67.1,-0.043252,67.1
17809,"60.8, 86.4, 71.9, 66.53, 68.3",0.161948571428571,70.786
17810,73.1,0.026101,73.1
17811,65.0763157894737,0.01022,65.0763157894737
17812,"69.1, 68",0.024029,68.55
17813,60.8,0.005872,60.8
17814,73.1,0.026101,73.1
17815,60.8,0.005872,60.8
17816,"79.7, 71.9",0.172844,75.80000000000001
17817,68.6,0.113228,68.6
17818,"65.3, 51.3, 77.7",0.128756338028169,64.76666666666667
17819,"65.3, 73.2",0.289235,69.25
17820,79.7,0.106269,79.7
17821,48.45,0.038279,48.45
17822,48.45,0.038279,48.45
17823,73.1,0.026101,73.1
17824,61.4,0.11136,61.4
17825,73.2,0.20085,73.2
17826,68,0.288284,68
17827,61.11,0.076059,61.11
17828,71.9,0.094695,71.9
17829,68.6,0.113228,68.6
17830,48.45,0.038279,48.45
17831,"67.1, 61.4",-0.050442,64.25
17832,73.1,0.026101,73.1
17833,72.84,0.036889,72.84
17834,55.56,0.193682,55.56
17835,77.2,0.049439,77.2
17836,79.7,0.106269,79.7
17837,"66.0842105263158, 62.8125",0.026667,64.44835526315791
17838,"68.3, 66.53",0.034919,67.41499999999999
17839,79.7,0.106269,79.7
17840,68,0.288284,68
17841,48.45,0.038279,48.45
17842,40.51,0.211499,40.51
17843,"65.3, 71.7, 57.6, 71.1, 79.3, 73.2",0.09539,69.7
17844,68,0.288284,68
17845,77.2,0.049439,77.2
17846,"68, 69.1",0.010203,68.55
17847,79.7,0.106269,79.7
17848,61.11,0.076059,61.11
17849,60.8,0.005872,60.8
17850,79.7,0.106269,79.7
17851,72.84,0.036889,72.84
17852,60.8,0.005872,60.8
17853,"60.8, 65.0763157894737",0.276954,62.93815789473685
17854,"68.05, 79.7, 69.1",0.100728571428571,72.28333333333333
17855,65.0763157894737,0.01022,65.0763157894737
17856,57.6,0.04147,57.6
17857,79.7,0.106269,79.7
17858,79.7,0.106269,79.7
17859,60.8,0.005872,60.8
17860,48.45,0.038279,48.45
17861,"65.3, 66.3, 65",0.101634545454545,65.53333333333333
17862,68.6,0.113228,68.6
17863,65.3,0.055561,65.3
17864,73.1,0.026101,73.1
17865,60.8,0.005872,60.8
17866,79.7,0.106269,79.7
17867,"40.51, 61.11, 73.1",-0.0264042857142857,58.239999999999995
17868,60.8,0.005872,60.8
17869,42.2,-0.180128,42.2
17870,67.1,-0.043252,67.1
17871,79.7,0.106269,79.7
17872,60.8,0.005872,60.8
17873,73.1,0.026101,73.1
17874,"61.11, 40.51",0.0994430379746835,50.81
17875,68,0.288284,68
17876,79.7,0.106269,79.7
17877,"77.8, 79.3",0.021168,78.55
17878,79.7,0.106269,79.7
17879,"70.4, 65.4",0.300424,67.9
17880,64.12,0.197647,64.12
